YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345,最高温度℃,最低温度℃平均温度℃相对湿度(平均),,,降雨量（mm）
20140710,8585.714656,8500.013152,8430.709408,8393.45872,8330.909728,8266.135936,8182.391872,8131.882144,8062.034656,8001.774976,7934.754016,7872.012352,7816.194976,7732.602784,7688.888608,7632.316096,7579.785184,7547.611072,7497.525184,7449.374656,7414.684864,7376.787328,7332.305344,7289.848768,7283.992192,7301.94112,7284.262144,7335.392512,7375.156096,7488.228928,7711.942624,8152.137856,9341.828128,10514.87027,10973.01059,11257.40685,11453.90406,11600.10813,11702.78781,11790.55936,11836.51283,11902.92909,11957.74278,11975.74566,11998.92813,11994.27434,11819.83466,11380.35155,10301.45594,9305.615296,9505.355296,9647.712832,9773.188768,10000.64877,10570.12374,11462.57027,11683.78941,11905.39466,11990.52064,11991.00813,11997.37562,11983.12192,11940.42534,11968.59059,11944.95808,11917.09283,11904.7816,11813.08749,11634.13283,11319.34941,10547.88064,9826.913152,9602.873152,9599.72032,9905.805664,10280.22064,10411.71059,10566.98502,10605.91562,10623.39251,10522.04502,10486.94781,10491.04192,10429.15754,10310.09027,10187.65562,10078.80909,9902.647168,9734.776576,9552.570592,9373.53808,9198.0184,9019.548448,8845.428448,8640.311872,8491.706848,34.5,27.7,30,80,5.6
20140711,8370.442144,8272.844704,8195.302144,8142.44032,8088.037216,8032.79968,7959.942784,7887.233632,7823.854816,7766.312512,7710.197536,7665.705184,7598.864704,7533.043744,7488.186208,7461.051232,7392.126208,7354.353952,7323.162784,7279.023424,7245.594016,7211.723584,7148.76016,7134.857536,7104.897376,7158.927808,7166.425984,7194.877696,7216.336096,7325.57968,7532.522464,8060.1616,9197.607808,10336.89347,10751.9031,11006.57786,11173.22973,11327.68374,11419.47059,11543.85251,11613.51722,11701.17059,11760.42813,11829.38598,11855.49434,11824.46685,11631.28749,11160.55283,10000.1631,8986.962784,9044.214976,9024.602464,9088.872832,9340.048768,9873.03904,10743.29498,10972.61872,11210.6584,11302.17434,11347.9769,11420.96598,11479.63754,11538.46566,11615.11091,11661.38973,11702.04064,11687.10064,11612.87027,11476.92438,11188.18096,10378.69754,9704.114656,9449.344384,9428.056576,9627.376576,9973.643104,10099.72749,10276.06374,10350.78438,10359.4769,10266.52,10237.09005,10229.70813,10181.05658,10054.90096,9883.974016,9780.768448,9579.273472,9428.815936,9243.047488,9088.675936,8893.304704,8713.586848,8504.868448,8337.297856,8150.92096,31.9,26.5,28.5,86,8.3
20140712,8009.669728,7923.043744,7850.748928,7813.391392,7730.586208,7686.827488,7599.58144,7529.082784,7455.428608,7404.687328,7353.491392,7292.290912,7225.249888,7167.664864,7130.094016,7078.411552,7048.523584,7007.707648,6966.83872,6903.582784,6886.653472,6851.89984,6800.965984,6766.732192,6771.993472,6805.46032,6838.97968,6873.507328,6915.408448,7019.253952,7223.512672,7646.177536,8643.78064,9755.003104,10109.1447,10337.0847,10498.53904,10724.27219,10838.22534,10923.73658,11024.2169,11100.0569,11182.87091,11214.49936,11219.90128,11210.42781,10991.1353,10583.23754,9551.483104,8617.327168,8753.13808,8872.874656,8967.450592,9188.754976,9688.631872,10519.8231,10738.17059,10966.08064,11000.19347,11062.57283,11048.03315,11052.57808,11018.41936,10996.17808,10973.63786,10979.44749,10953.78534,10890.92685,10670.95466,10392.8631,9747.31936,9050.202784,8801.369728,8681.534656,8819.90032,9062.585344,9127.954336,9276.274336,9362.726848,9397.20064,9318.055936,9294.20032,9295.327168,9277.043104,9213.371872,9149.96032,9070.132192,8956.65904,8835.05872,8714.82064,8626.24,8499.27808,8331.94192,8134.067488,7995.226048,7811.89888,32.7,26.8,28.8,83,0
20140713,7688.887168,7616.823904,7530.042784,7464.072832,7396.471072,7354.993792,7269.436096,7207.324864,7125.642304,7062.037216,7022.032672,6967.123744,6907.812832,6848.932192,6782.32096,6749.891392,6697.182304,6652.815136,6606.90016,6574.443424,6513.944704,6467.573632,6399.151552,6345.931072,6312.093472,6284.545984,6290.368288,6273.428608,6241.076416,6253.006048,6322.11808,6499.753792,6906.882784,7456.488448,7695.577696,7838.925184,7966.242784,8103.712192,8197.797856,8313.075616,8410.51936,8495.622784,8574.416896,8612.329408,8667.7984,8722.508128,8631.62128,8390.182144,7800.527488,7327.551232,7359.946048,7410.077536,7435.222624,7559.92144,7792.613632,8220.654976,8353.383424,8476.83808,8458.588768,8452.904704,8453.16064,8459.089408,8474.767168,8513.86,8522.334016,8544.914656,8531.363104,8483.754976,8387.452192,8248.6816,7911.034816,7564.970272,7351.062304,7231.587808,7196.46016,7193.107648,7212.586528,7292.212192,7381.696576,7433.02144,7431.73984,7483.547488,7555.854976,7601.126368,7666.70032,7717.404064,7807.563904,7806.091072,7807.446208,7800.976096,7732.872832,7667.263744,7575.1216,7423.742464,7337.92096,7170.582304,33.3,26.7,29.6,79,14.3
20140714,7055.082304,6979.127488,6906.944704,6853.285024,6756.169888,6702.962464,6630.01888,6553.792192,6517.554016,6443.568928,6395.982784,6347.152192,6318.076576,6268.212352,6221.652832,6192.7408,6148.767808,6116.889568,6094.8616,6042.850432,6025.386208,5992.671712,5955.094816,5938.731232,5948.510272,6011.597536,6057.6616,6133.23904,6239.431552,6428.874496,6743.607328,7328.1016,8721.935296,9968.895616,10430.4353,10795.06566,10984.12096,11175.00909,11305.81283,11447.99402,11512.30374,11636.91722,11695.41059,11737.50342,11766.21347,11757.41872,11571.55562,11160.33347,9998.8816,9105.055936,9260.592832,9368.40064,9539.535616,9785.170048,10419.17315,11273.25904,11467.86438,11736.80214,11804.71379,11831.53283,11854.12941,11880.19091,11908.9984,11952.19283,11979.58192,11979.31936,11957.39594,11894.16534,11735.63315,11440.64214,10685.6631,9931.611232,9703.947808,9601.556896,9874.751872,10219.0169,10348.09562,10512.43658,10588.01027,10621.27379,10494.30064,10447.13123,10426.70214,10402.9,10270.3047,10140.64941,10026.66621,9831.391552,9667.556896,9493.28128,9342.148768,9156.625024,8992.890592,8768.08192,8657.811232,8463.311872,33.3,27.6,30.3,69,0
20140715,8325.964384,8214.934336,8155.609408,8096.910592,8046.424384,7983.162784,7920.910912,7858.555936,7803.19888,7737.206368,7661.356096,7613.266528,7554.795136,7499.27872,7453.728928,7401.631072,7360.712512,7299.19984,7261.805344,7220.131072,7166.403904,7122.385984,7083.842464,7051.96,7050.335296,7060.152832,7095.064864,7130.74,7194.263584,7312.33984,7543.803904,8003.171392,9132.126208,10336.00566,10791.15251,11079.61187,11251.4416,11387.6153,11506.91968,11605.17059,11703.66342,11819.38941,11898.43466,11929.69658,11939.38941,11930.84406,11704.80246,11286.56685,10129.28032,9199.609408,9380.284384,9468.68032,9617.869408,9864.11968,10500.79936,11311.68534,11541.5031,11817.51251,11853.21904,11869.11155,11886.73658,11921.06032,11920.49498,11939.18128,11966.02653,11986.30653,11936.96214,11852.40064,11664.55466,11355.10941,10543.48566,9814.430272,9573.848128,9527.345344,9805.864384,10170.39808,10268.50192,10426.59347,10518.80128,10499.61808,10402.13219,10369.43498,10392.9831,10325.42032,10229.57219,10086.55754,10008.84438,9802.27936,9636.98032,9469.962784,9301.811872,9148.092832,8986.684384,8806.72192,8646.602464,8458.687168,33.7,27.3,30.1,67,0
20140716,8300.187808,8211.64192,8132.572192,8060.8216,7966.677376,7910.133952,7832.526208,7768.333792,7702.831552,7629.114976,7585.837696,7526.202784,7467.58144,7405.833952,7350.348448,7316.431072,7271.816416,7225.732672,7183.927648,7153.384864,7122.647488,7064.755936,7015.485184,6959.636416,6961.676416,6996.723424,7037.907328,7084.82032,7129.614016,7261.856416,7476.845344,7956.017536,9209.8816,10270.3816,10741.59155,11074.48374,11237.8816,11383.26534,11479.93466,11612.40534,11709.67936,11791.60749,11860.61402,11892.9784,11878.28032,11877.03059,11684.9753,11236.66,10003.39091,9175.409728,9356.573152,9455.757856,9562.812832,9813.332512,10340.48973,11279.90128,11483.50278,11755.08438,11797.68813,11842.50534,11850.03808,11874.50128,11905.62246,11940.1047,11962.44621,11944.1753,11954.31155,11867.54502,11673.94653,11377.40406,10675.2831,9849.929728,9632.769088,9561.795616,9783.968128,10124.39594,10216.45005,10395.31754,10515.24064,10529.13808,10412.7231,10398.83027,10393.35626,10331.37059,10210.89059,10074.70096,9973.646848,9781.123744,9623.585344,9455.53936,9306.476896,9129.888448,8949.067168,8758.302784,8584.3984,8454.84064,34.6,27.2,30.3,61,0
20140717,8285.810272,8193.443104,8107.007488,8058.97936,7987.287328,7951.432192,7871.117536,7809.812512,7746.508768,7690.586368,7628.634016,7579.597216,7509.022144,7454.271232,7399.667488,7362.933952,7298.769088,7250.937856,7214.536576,7158.383584,7122.108448,7097.849728,7020.457696,7010.650048,7005.775936,7043.802304,7071.595936,7099.792672,7137.457696,7283.10112,7507.06,7988.046208,9267.662464,10346.13059,10795.90192,11117.51968,11300.9631,11450.95466,11600.82438,11708.62192,11755.36749,11867.48502,11947.43786,11977.72192,11975.40909,11957.92941,11788.49402,11302.05808,10161.56685,9231.94,9370.830592,9480.55936,9641.308768,9917.942464,10496.96214,11372.92749,11613.57434,11836.31498,11910.73005,11921.26096,11937.04192,11971.30096,11993.02192,12009.85005,12007.61315,12041.90502,12009.39434,11939.75315,11783.60973,11468.24502,10752.19187,9936.52192,9683.604064,9654.954016,9909.22,10275.52278,10382.83005,10518.55283,10582.46685,10592.03123,10486.44064,10476.47498,10475.85347,10346.07808,10218.16192,10089.81155,9986.674336,9792.315616,9657.875296,9468.908128,9263.905024,9164.693152,8980.327168,8797.06192,8628.55936,8471.677216,34.1,27.4,30.6,64,0
20140718,8324.125024,8239.812832,8187.026848,8116.229728,8053.894336,7982.724064,7926.0616,7881.852352,7816.796416,7737.142624,7674.224704,7614.549088,7551.611392,7492.61968,7441.875136,7388.427808,7344.365344,7301.457376,7252.166368,7197.167488,7154.723584,7121.169088,7084.39888,7049.526208,7035.348928,7067.132512,7069.085344,7071.76,7117.971232,7209.552832,7401.103744,7862.056576,8969.717536,10157.58717,10607.32566,10933.05808,11050.68717,11217.65027,11297.01434,11432.16246,11517.70096,11633.32941,11703.98406,11752.62813,11765.48598,11776.16032,11536.72,11022.43754,9745.24,8848.49872,8957.015296,9032.8,9112.347808,9285.743104,9822.003424,10646.43059,10887.80128,11153.16246,11174.27027,11166.14502,11185.17059,11188.09754,11248.06941,11257.09379,11254.27091,11272.84845,11249.61347,11172.48438,10974.94278,10701.7047,9992.948128,9253.727488,9045.937216,9009.403744,9261.169408,9631.633792,9715.430272,9818.291872,9875.544064,9853.316896,9706.087168,9693.911872,9663.144064,9581.130592,9420.625984,9206.202784,9040.05808,8863.465984,8658.402784,8436.788128,8284.292512,8062.031872,7891.557856,7685.065024,7495.452832,7352.311072,31.8,25.6,28.1,78,11.2
20140719,7212.630112,7164.032512,7104.471232,7084.329088,7017.32128,6958.18144,6917.074816,6853.113952,6812.47984,6749.367808,6721.871392,6683.868928,6636.373792,6588.974656,6546.852832,6515.347168,6473.223904,6441.074656,6411.965344,6383.550592,6347.206528,6341.045344,6318.007168,6301.835296,6305.215456,6359.529088,6406.42144,6452.67856,6512.1784,6637.870912,6865.177216,7309.053952,8379.191872,9494.63968,9897.790912,10143.66717,10302.08973,10458.2631,10617.65402,10731.82192,10842.72064,10895.76438,10954.60653,11016.1,11001.2584,11012.04717,10827.75808,10424.0369,9284.757856,8445.894016,8575.691872,8648.887168,8746.3384,8996.163424,9547.30192,10420.68438,10646.03219,10874.15594,10938.99722,10965.09904,10978.3431,11000.85347,11073.06813,11056.02813,11061.70192,11062.14813,11035.49219,10944.25658,10700.82064,10432.50909,9662.432512,9013.777216,8754.792832,8686.245664,8820.17968,9038.235616,9093.88192,9220.330048,9285.38032,9281.589088,9172.585984,9162.13936,9167.288128,9118.210912,9045.695296,8976.83872,8929.211872,8776.26064,8668.289728,8558.670592,8466.632512,8322.789088,8153.153152,7993.674016,7842.888448,7718.24128,32.9,25.8,28.7,76,0.1
20140720,7535.568928,7504.57984,7435.397536,7396.165984,7329.873952,7242.583744,7193.91904,7113.170272,7045.126528,6990.331552,6931.588768,6883.994656,6819.294976,6764.127328,6708.705184,6648.106048,6609.868768,6550.523584,6500.491072,6475.074016,6437.711392,6385.988128,6315.99808,6276.634816,6236.036416,6225.783424,6226.228288,6224.922304,6197.307808,6241.94032,6294.21904,6442.84,6878.606368,7415.017216,7605.809728,7768.245184,7898.60128,8019.48064,8102.936896,8242.3984,8300.770048,8402.486848,8499.394336,8553.005344,8589.35872,8635.207168,8533.47904,8312.355616,7684.55872,7264.472512,7299.803584,7343.816416,7416.653632,7527.325984,7766.307328,8226.197536,8313.034336,8450.994976,8485.895296,8501.745664,8509.553152,8513.663104,8514.957856,8535.22096,8563.133152,8545.286848,8534.947168,8466.807808,8366.62192,8222.504704,7878.4216,7559.943424,7374.202144,7261.010272,7248.942304,7255.282144,7263.445984,7344.642784,7493.709088,7511.009728,7505.144704,7559.349088,7634.394976,7695.471232,7728.05968,7772.006368,7798.390912,7802.470912,7785.884704,7794.564064,7733.163424,7652.722624,7538.70112,7374.25888,7253.708608,7095.796096,33.5,26.2,28.9,81,14
20140721,6978.325024,6907.706368,6856.486048,6797.497696,6728.945344,6663.269728,6606.212512,6526.546528,6444.051232,6387.203104,6342.070048,6302.91808,6249.011392,6196.35808,6139.268608,6098.386528,6048.752992,6019.809088,5975.365024,5940.55984,5916.370048,5852.062624,5798.622784,5753.382784,5760.733792,5847.4192,5894.442304,5951.283424,6021.85936,6192.008128,6488.94112,6992.847328,8247.274336,9451.171552,9961.194976,10311.07562,10488.47786,10681.00566,10813.4631,10975.36374,11039.99315,11141.20566,11238.17594,11286.05123,11315.45498,11333.35005,11152.58128,10740.01005,9575.465344,8751.337216,8886.156256,8948.532832,9066.893152,9312.85936,9866.023744,10796.87402,11014.97968,11290.82032,11339.64717,11392.27936,11436.89968,11453.70246,11474.22064,11509.12941,11514.07466,11535.03251,11509.03466,11448.83594,11256.56877,10972.39936,10204.02909,9522.515296,9293.249728,9286.0384,9553.994656,9889.677856,10022.17562,10188.28653,10262.93786,10243.99562,10153.48941,10142.73434,10135.35808,10129.47347,9949.469728,9844.109728,9700.390048,9502.782784,9336.986848,9159.275296,8994.389728,8831.812192,8658.848128,8479.273792,8281.677856,8109.353152,32.2,26.2,28.9,81,5.6
20140722,7970.442304,7886.642464,7815.53968,7775.588608,7690.61968,7623.465184,7577.373472,7502.607808,7438.265344,7388.711392,7329.853792,7272.682144,7219.175296,7162.204864,7097.60032,7067.74,7013.53984,6971.768608,6932.947168,6892.345984,6854.605024,6817.767328,6785.354656,6759.227488,6748.075936,6800.013952,6830.136256,6879.355936,6947.570272,7067.168608,7312.914016,7809.833632,9014.594656,10103.15968,10584.78813,10865.92566,11046.14685,11216.35754,11350.32246,11466.99808,11532.95315,11624.27123,11717.47187,11769.74128,11781.88566,11800.39379,11619.64566,11181.02406,10003.1847,9105.210592,9304.61872,9415.677856,9554.615296,9827.145664,10438.87466,11317.6984,11538.20973,11779.33936,11840.28909,11881.46877,11905.97027,11931.72813,11959.46502,11986.23808,12055.16781,12025.90096,12018.54534,11922.66064,11744.00598,11440.29722,10679.60032,9955.090048,9714.723424,9690.251872,9976.105024,10298.66973,10442.10064,10625.07434,10728.1431,10753.35155,10653.17498,10658.03872,10693.09562,10643.25808,10519.00941,10414.74621,10298.36685,10114.01315,9968.064064,9815.426848,9642.836896,9495.712192,9340.67872,9120.432832,8975.522464,8798.01904,36,26.7,30.6,72,0
20140723,8637.70192,8542.045984,8465.153152,8404.455616,8304.986848,8258.296576,8194.687168,8138.647168,8066.794336,7999.496416,7943.314816,7876.19872,7826.275936,7765.252192,7709.905984,7645.972192,7600.224064,7543.492192,7497.848608,7460.87968,7411.417216,7382.2216,7330.127488,7289.089888,7250.28016,7274.2384,7294.1416,7317.745984,7368.255136,7460.284864,7687.184704,8144.7784,9323.684704,10450.66278,10866.2584,11193.45808,11362.24845,11552.57123,11673.18438,11825.53283,11881.32717,11989.53626,12080.3247,12107.14192,12127.0047,12143.78685,11963.48598,11488.61968,10525.49968,9480.493792,9731.742784,9900.99904,10013.55251,10275.94941,10827.28,11698.07968,11922.79754,12161.78214,12191.16621,12228.17123,12227.6031,12220.27187,12243.8153,12255.6831,12247.10685,12241.35722,12197.37347,12117.06813,11937.51808,11638.79027,10888.9553,10153.69091,9916.869088,9893.456896,10199.11658,10512.78064,10615.06374,10789.55027,10908.06246,10926.59498,10839.18064,10830.63626,10875.67187,10834.56438,10755.52096,10659.5631,10555.37594,10396.3431,10260.68781,10096.60566,9952.690912,9786.134656,9602.408128,9414.70192,9275.803744,9146.114656,36.3,28.2,32.1,69,0
20140724,8965.650592,8887.572832,8800.856896,8759.569408,8693.546848,8615.216896,8572.637536,8498.62192,8432.43808,8350.854016,8285.50192,8219.53936,8155.744384,8079.29968,8012.012512,7963.733632,7908.386368,7872.009088,7818.537376,7747.542784,7711.903744,7644.046048,7611.90016,7554.430048,7516.443424,7541.482144,7536.232192,7557.488608,7594.229728,7647.822784,7817.217376,8296.314016,9428.129728,10543.67968,10982.58438,11271.01091,11458.85027,11605.06749,11717.17466,11837.14192,11915.03498,12012.42621,12098.17754,12139.3553,12125.9847,12142.43123,11971.73219,11531.87786,10513.66653,9475.916896,9686.205664,9833.391232,9994.2616,10256.56374,10830.99434,11710.08438,11946.84064,12168.56685,12237.28566,12254.85434,12271.8231,12264.2753,12281.63402,12269.38278,12296.85059,12283.19594,12263.67059,12167.96032,11982.63434,11704.48192,11025.09808,10214.77187,9956.6416,9957.397216,10204.22685,10604.36973,10696.11904,10840.73968,10847.11283,10791.71968,10631.27498,10533.64192,10404.10278,10269.11315,10044.13187,9891.371872,9704.471872,9522.525664,9337.603744,9142.553152,8992.37872,8776.174336,8602.45936,8379.604384,8220.750592,8067.57808,34.4,26.5,31.6,58,0.1
20140725,7910.244064,7836.924064,7785.014656,7726.46032,7673.487328,7613.10016,7563.257536,7510.06144,7463.431072,7393.317856,7345.9,7307.362144,7240.469728,7158.295936,7133.29984,7100.797696,7044.537376,7013.63968,6962.590048,6922.486528,6884.913952,6862.234816,6836.772832,6833.043904,6804.534976,6823.705984,6843.5584,6909.2416,6932.832832,7063.124704,7283.654656,7777.852192,8915.551552,10026.61754,10503.17315,10791.98214,10971.16278,11116.76598,11202.89498,11323.89059,11389.38909,11463.56032,11548.51187,11588.01059,11619.1816,11582.02192,11398.75754,10970.98096,9839.363104,8949.717856,9124.37968,9250.226848,9355.79968,9601.405024,10139.32278,11034.71315,11238.19936,11490.45434,11497.43786,11526.5847,11532.00064,11506.23904,11514.19754,11550.05315,11576.02192,11591.66406,11591.72877,11508.75059,11345.09027,11059.0169,10295.41091,9600.25936,9338.515936,9308.666848,9566.28064,9930.012832,10040.42502,10215.90342,10224.97187,10227.70566,10129.0769,10094.46342,10068.08502,10016.47187,9885.326848,9740.666848,9652.211872,9424.789408,9277.688128,9124.42192,8973.828448,8793.814336,8624.171872,8453.36032,8299.43968,8119.917856,25.7,24.7,,,
20140726,8017.614976,7927.528768,7852.702624,7799.823904,7734.477376,7657.515136,7598.637376,7529.72128,7459.308928,7401.004864,7337.388448,7290.916096,7227.55888,7170.205024,7138.913632,7084.29904,7027.747168,6991.813792,6932.97904,6895.797376,6857.715136,6826.75888,6780.885184,6739.846528,6734.953792,6752.636416,6792.295936,6811.735936,6893.872192,6982.442464,7182.25888,7610.649088,8621.217856,9701.603104,10101.44781,10354.85123,10501.34877,10660.86438,10749.68032,10883.02278,10949.11283,11022.49562,11094.8416,11096.50278,11117.44278,11118.87808,10919.69219,10499.6031,9369.245344,8529.615616,8600.366848,8612.411872,8650.546528,8840.628448,9347.085664,10127.63315,10335.40192,10549.1631,10571.9584,10597.45562,10627.49123,10649.08749,10661.07722,10701.61283,10712.01434,10759.94406,10756.38438,10686.17027,10524.54813,10251.04566,9569.837536,8895.793792,8621.485024,8532.616576,8667.915616,8890.972192,8995.90096,9175.564384,9211.493152,9191.327488,9101.823424,9079.670272,9084.26128,9034.231552,8933.477536,8872.037536,8768.488768,8643.85936,8529.545344,8425.757536,8323.98064,8180.576896,8024.725984,7859.08144,7710.49888,7547.872672,32.7,26,28.2,85,13.9
20140727,7452.412192,7377.142624,7307.616256,7260.985024,7177.48144,7132.42144,7050.995296,6982.214656,6899.163424,6838.310272,6773.810272,6748.257856,6679.792672,6616.423744,6570.948448,6517.825024,6478.316416,6408.742144,6378.14032,6331.555936,6288.348448,6254.96176,6209.04112,6164.948608,6131.037856,6144.435136,6122.345824,6119.0416,6137.956576,6169.168288,6250.722784,6447.085984,6909.86128,7525.002784,7775.168608,7947.931072,8064.705664,8182.966528,8303.452192,8425.948768,8495.79904,8586.61936,8667.317536,8741.131552,8723.353792,8744.010592,8609.909728,8348.036896,7699.096096,7247.103904,7301.76112,7364.397376,7399.592512,7527.067168,7797.408448,8235.55936,8337.450592,8454.813472,8516.489728,8491.136896,8515.590592,8525.407168,8504.949088,8528.786848,8541.186208,8556.16,8557.084384,8507.23936,8419.79872,8277.974656,7921.78,7574.44144,7342.528768,7221.414976,7225.483744,7269.423904,7290.84112,7401.587488,7498.391392,7522.882144,7488.18112,7518.893632,7574.127328,7601.65984,7614.091552,7620.75856,7659.477376,7665.96112,7605.72112,7575.993952,7495.825984,7437.42016,7274.292832,7120.255936,6990.58,6820.345024,32.2,26.2,27.9,84,16.6
20140728,6720.143584,6653.966368,6587.131552,6537.066208,6458.032672,6390.667168,6337.854496,6272.615296,6201.955456,6161.628448,6100.051552,6041.12176,5999.536096,5953.096576,5913.8584,5863.792192,5833.696576,5786.936896,5764.535776,5752.195456,5729.62096,5696.247808,5662.927168,5649.053632,5700.270112,5772.03856,5835.732352,5917.205344,6010.717216,6197.147968,6541.416256,7153.27888,8470.534336,9660.150592,10158.20973,10498.51562,10712.94909,10890.33059,11026.06566,11157.19562,11226.44214,11327.45402,11412.83872,11454.85091,11464.44342,11475.54717,11280.55187,10862.53187,9771.184384,8827.83808,8975.436256,9062.070592,9204.80032,9436.88032,10078.51005,10920.87722,11140.82685,11373.36438,11450.26278,11476.2953,11484.49562,11533.51379,11556.75808,11580.2631,11630.13722,11652.35968,11630.21315,11540.91434,11393.88246,11105.11466,10342.64781,9642.073792,9412.390912,9386.216896,9596.135296,9990.934336,10098.22192,10229.68096,10345.00192,10356.98128,10251.39722,10209.81155,10210.34973,10153.82781,10018.85027,9890.2984,9761.545984,9576.150592,9426.584704,9265.166848,9113.985664,8926.631872,8753.424064,8531.084704,8360.824384,8210.268448,34.6,25.8,29.4,74,0
20140729,8063.268448,7990.967488,7897.74112,7839.61984,7770.529888,7703.626528,7641.447328,7579.434976,7501.511392,7437.472672,7384.47856,7323.017536,7292.244064,7218.994816,7175.231392,7136.543584,7069.882144,7019.47888,6977.937376,6929.882464,6916.295296,6883.876096,6853.996576,6821.323744,6803.496256,6847.48144,6847.357216,6898.808608,6955.743904,7059.466048,7309.252672,7828.962304,9018.203104,10124.80374,10580.16717,10863.17027,11043.06621,11220.46653,11336.46064,11427.4553,11503.83059,11579.05187,11641.8231,11688.06342,11702.29187,11698.36192,11500.59434,11093.20192,9911.842144,9051.373792,9220.110592,9320.105344,9467.111872,9718.945024,10276.25315,11174.63402,11405.12502,11630.68941,11689.71722,11728.70128,11731.06653,11761.64214,11805.21347,11806.80813,11844.79936,11843.24685,11824.20909,11752.87283,11574.43091,11304.98877,10578.52278,9784.043104,9569.183104,9531.70096,9753.70192,10128.97562,10239.90813,10438.93187,10539.47498,10506.14973,10409.36877,10405.62621,10383.54717,10329.35123,10191.55187,10054.64685,9959.351872,9770.077216,9620.610592,9457.848448,9280.090048,9105.08128,8959.268128,8743.217536,8567.03872,8413.364704,35.3,26.7,30.3,71,0
20140730,8261.533792,8158.18192,8084.133472,8052.76192,7976.426368,7932.025024,7863.34096,7769.675296,7731.1,7658.842624,7613.71984,7545.39856,7504.677376,7434.814816,7370.042464,7321.412512,7270.713472,7234.071232,7183.837216,7146.025984,7102.185184,7054.508608,7035.106048,6990.575296,6976.223584,7009.831072,7029.88,7060.411072,7098.04144,7204.067488,7410.727648,7909.668928,9089.047168,10233.37754,10647.21722,10943.42973,11065.56064,11254.6169,11356.27754,11503.34214,11577.36438,11667.22096,11726.04064,11775.15626,11802.36621,11788.71722,11613.97936,11211.00438,10095.11315,9169.667488,9378.266848,9463.930048,9639.548128,9867.60064,10466.59754,11326.57562,11539.99754,11798.9969,11821.95626,11855.69027,11871.8416,11896.06278,11895.18246,11941.84192,11952.93808,11956.04502,11935.05059,11862.54813,11679.79936,11375.88813,10631.8553,9866.683744,9639.145024,9613.06192,9846.23872,10209.69059,10328.5431,10447.93187,10568.37808,10552.96374,10464.81434,10443.75347,10480.50064,10437.52374,10314.38214,10202.49722,10097.80374,9901.187488,9761.34064,9624.491872,9464.357536,9312.754336,9148.407808,8943.937216,8779.864384,8615.4016,35.6,27.4,30.9,67,0
20140731,8483.454976,8406.724384,8321.657536,8280.289408,8187.967168,8123.168128,8069.805664,7991.69872,7924.846048,7858.683904,7814.236096,7731.609088,7652.711392,7599.211072,7543.945984,7484.043904,7443.910048,7399.536256,7334.607328,7286.968768,7267.990048,7225.765984,7180.72096,7137.555136,7111.430272,7123.088608,7126.146208,7160.609728,7193.247808,7296.102784,7482.684064,7952.267488,9103.253152,10203.77968,10628.63315,10896.30064,11080.74064,11276.08941,11370.92685,11467.79872,11560.59904,11649.37091,11759.9247,11807.40246,11824.68064,11829.78064,11647.14621,11261.0753,10148.39027,9273.003424,9482.330272,9587.593792,9742.424704,9997.58128,10555.30941,11358.55562,11566.81283,11783.58342,11811.13936,11854.32438,11865.28653,11877.30246,11874.08502,11914.51754,11928.19562,11964.12909,11911.58685,11820.58096,11628.57155,11301.1,10563.95027,9798.212512,9596.33968,9528.737536,9729.086848,10061.46717,10130.66214,10260.19283,10355.74749,10373.33402,10288.34214,10256.04813,10256.7569,10219.32813,10145.22909,10060.65808,9977.048128,9810.863104,9722.114656,9606.506848,9493.677856,9348.535936,9198.94,9026.768128,8881.28032,8738.934976,36.1,27.3,31.4,69,0
